source_lat,source_lon,dest_lat,dest_lon,distance_km,route_type,traffic_level,congestion_index,weather,hour,day_of_week,is_peak_hour,vehicle_type,load_weight,time_delay,delay_prob,risk_level
28.606368,77.213491,28.657543,77.222919,8.09,highway,High,0.763,Clear,13,Saturday,0,Bike,105,15.89,0.2507,Medium
28.624022,77.345087,28.45888,77.012254,40.0,mixed,Low,0.259,Clear,22,Wednesday,0,Truck,1536,14.02,0.2864,Low
28.535585,77.28133,28.724949,77.127504,34.34,city,Low,0.174,Clear,3,Thursday,0,Truck,1675,18.82,0.3664,Medium
28.396697,77.300132,28.466577,77.033298,39.1,highway,High,0.914,Clear,9,Sunday,1,Truck,1457,23.09,0.4525,Medium
28.574609,77.335969,28.770035,77.112427,33.13,mixed,Medium,0.58,Clear,15,Friday,0,Van,997,15.13,0.2746,Medium
28.522799,77.210463,28.637871,77.061678,21.19,highway,Medium,0.579,Clear,11,Saturday,0,Van,524,11.76,0.2382,Low
28.51579,77.379246,28.532555,77.161439,22.64,mixed,Low,0.382,Clear,23,Tuesday,0,Bike,89,4.7,0.093,Low
28.727876,77.094527,28.753838,77.104657,5.0,city,High,0.8,Clear,20,Wednesday,1,Van,724,35.25,0.7028,High
28.702945,77.125138,28.595173,77.367137,32.97,highway,Medium,0.524,Clear,12,Wednesday,0,Bike,58,14.07,0.281,Low
28.63177,77.484778,28.461975,77.014865,40.0,city,High,0.879,Rain,7,Tuesday,1,Van,799,49.92,0.9272,High
28.626716,77.393055,28.6162,77.219077,19.86,highway,High,0.843,Clear,21,Sunday,1,Bike,130,22.97,0.4395,Medium
28.696125,77.057881,28.563728,77.305794,30.32,city,Low,0.149,Clear,0,Friday,0,Van,509,15.07,0.2962,Medium
28.668311,77.033137,28.682237,77.154166,17.54,city,Medium,0.56,Rain,16,Sunday,0,Van,649,23.3,0.4686,Medium
28.598171,77.391574,28.490542,77.037206,40.0,mixed,High,0.885,Clear,17,Wednesday,1,Truck,1253,37.08,0.7647,High
28.642402,77.481843,28.632324,77.213,29.09,mixed,Low,0.216,Clear,1,Wednesday,0,Bike,50,6.55,0.1461,Low
28.64209,77.220891,28.562154,77.27858,14.26,city,Low,0.295,Clear,1,Sunday,0,Truck,1557,8.41,0.185,Low
28.847008,77.226173,28.612798,77.062404,40.0,highway,Low,0.13,Clear,5,Wednesday,0,Van,766,4.37,0.119,Low
28.636474,77.238374,28.671942,77.178538,7.47,mixed,Low,0.176,Clear,23,Saturday,0,Van,911,2.0,0.117,Low
28.729539,77.194219,28.757515,77.132366,8.0,mixed,Low,0.223,Clear,5,Friday,0,Bike,125,2.0,0.1104,Low
28.653662,77.454585,28.533567,77.334569,25.4,city,Low,0.125,Clear,5,Saturday,0,Van,684,7.99,0.1616,Low
28.599134,77.327131,28.382661,77.307883,25.62,city,Medium,0.663,Clear,12,Wednesday,0,Bike,138,14.95,0.2616,Low
28.558798,77.329749,28.452013,77.022618,40.0,highway,High,0.797,Clear,18,Wednesday,1,Bike,112,35.6,0.7666,High
28.687476,77.435789,28.451063,77.034175,40.0,city,Medium,0.639,Clear,21,Saturday,1,Van,571,29.57,0.6368,Medium
28.765501,77.101615,28.376169,77.338717,40.0,mixed,Medium,0.64,Clear,11,Monday,0,Bike,116,17.53,0.3145,Medium
28.663239,77.485995,28.674572,77.411653,10.01,city,High,0.906,Rain,10,Friday,1,Truck,1744,39.42,0.7776,High
28.563499,77.269708,28.399218,77.301759,23.17,city,High,0.734,Clear,7,Wednesday,1,Van,583,41.5,0.827,High
28.682038,77.050076,28.7379,77.11391,11.36,highway,Low,0.186,Storm,22,Friday,0,Truck,1812,15.74,0.2877,Medium
28.694372,77.176273,28.718023,77.181802,5.0,city,Medium,0.521,Clear,3,Sunday,0,Truck,1996,9.74,0.1736,Low
28.767648,77.125253,28.604046,77.215061,26.21,city,Medium,0.431,Storm,14,Monday,0,Truck,1401,25.74,0.5092,Medium
28.629461,77.251766,28.569464,77.037795,26.87,highway,High,0.913,Clear,8,Monday,1,Truck,1797,39.92,0.7931,High
28.494054,77.021071,28.6133,77.225246,28.28,mixed,High,0.932,Storm,8,Tuesday,1,Van,787,41.96,0.8642,High
28.597768,77.057341,28.550986,77.347819,33.56,mixed,Low,0.264,Clear,15,Saturday,0,Van,816,10.56,0.2213,Low
28.428504,77.318132,28.778366,77.1006,40.0,city,High,0.714,Storm,20,Friday,1,Bike,150,49.42,0.9023,High
28.609793,77.065986,28.776838,77.333553,40.0,mixed,High,0.939,Storm,7,Saturday,1,Van,794,49.88,0.9348,High
28.445977,77.036425,28.540283,77.408597,40.0,highway,Low,0.241,Clear,22,Wednesday,0,Truck,1112,8.65,0.1633,Low
28.751413,77.096304,28.647949,77.09473,15.13,highway,High,0.876,Rain,19,Thursday,1,Bike,100,31.32,0.6455,Medium
28.448933,77.031618,28.689322,77.073035,36.46,city,Medium,0.478,Clear,18,Saturday,1,Van,987,33.93,0.7016,Medium
28.56876,77.301667,28.713515,77.165665,30.1,highway,Low,0.202,Clear,0,Tuesday,0,Bike,122,3.8,0.0927,Low
28.5678,77.357428,28.619042,77.382659,6.68,city,Low,0.241,Rain,3,Monday,0,Bike,124,11.49,0.2207,Low
28.534954,77.280469,28.57035,77.299129,6.05,highway,Medium,0.622,Clear,10,Monday,1,Van,628,14.36,0.2482,Low
28.62081,77.489525,28.615179,77.086826,40.0,city,Medium,0.485,Rain,1,Friday,0,Van,982,29.73,0.5921,Medium
28.348242,77.332291,28.615984,77.021162,40.0,mixed,Medium,0.571,Clear,6,Sunday,0,Truck,1058,21.68,0.3913,Medium
28.635403,77.221937,28.712128,77.167191,14.61,city,High,0.927,Storm,14,Saturday,0,Van,924,37.14,0.7982,High
28.7145,77.157092,28.511641,77.162649,28.79,highway,High,0.804,Rain,17,Tuesday,1,Van,545,33.17,0.7228,Medium
28.604965,77.352428,28.591042,77.037889,37.88,city,Medium,0.481,Clear,11,Monday,0,Van,672,23.42,0.4562,Medium
28.542014,77.170079,28.673864,77.051383,26.06,city,Medium,0.571,Clear,6,Sunday,0,Van,970,16.56,0.2749,Medium
28.591035,77.207182,28.507066,77.19871,11.39,highway,Medium,0.6,Clear,22,Tuesday,0,Van,601,7.61,0.1351,Low
28.69146,77.123746,28.831228,77.223006,22.29,highway,High,0.904,Clear,19,Wednesday,1,Bike,104,22.94,0.4125,Medium
28.615666,77.379284,28.475847,77.014072,40.0,highway,Low,0.246,Rain,23,Sunday,0,Truck,1534,11.99,0.1794,Low
28.617887,77.212155,28.511279,77.194083,16.54,city,High,0.975,Clear,7,Monday,1,Truck,1772,31.16,0.6763,Medium
28.820148,77.199971,28.480503,77.029557,40.0,highway,Low,0.163,Clear,3,Wednesday,0,Van,666,6.45,0.1582,Low
28.665765,77.049021,28.657633,77.429229,40.0,highway,High,0.888,Rain,9,Wednesday,1,Truck,1398,43.54,0.8851,High
28.547309,77.176714,28.794833,77.11369,39.77,highway,High,0.987,Clear,17,Wednesday,1,Truck,1478,35.9,0.7412,High
28.541658,77.402583,28.557983,77.28247,16.62,highway,Medium,0.645,Clear,14,Monday,0,Bike,139,8.61,0.124,Low
28.831182,77.183719,28.665751,77.055643,28.85,city,Medium,0.413,Storm,6,Saturday,0,Van,783,33.29,0.6568,Medium
28.861348,77.220202,28.688654,77.062554,31.8,city,Low,0.192,Clear,2,Tuesday,0,Truck,1307,13.26,0.2276,Low
28.674316,77.237725,28.779354,77.121891,18.37,highway,Medium,0.465,Clear,18,Saturday,1,Bike,58,17.73,0.3194,Medium
28.475802,77.05019,28.689156,77.431459,40.0,highway,Medium,0.452,Clear,23,Friday,0,Van,601,13.69,0.2103,Low
28.664399,77.480563,28.702006,77.095535,40.0,city,Medium,0.646,Clear,12,Thursday,0,Bike,54,18.15,0.3099,Medium
28.505446,77.164018,28.688945,77.049115,28.4,highway,Low,0.243,Rain,3,Friday,0,Bike,89,12.66,0.2285,Low
28.850389,77.199104,28.575257,77.337229,36.09,city,Medium,0.44,Rain,13,Sunday,0,Bike,119,24.54,0.4583,Medium
28.613275,77.378329,28.631944,77.471949,12.35,city,High,0.777,Clear,11,Thursday,0,Van,864,26.44,0.5592,Medium
28.416755,77.338735,28.67945,77.103368,40.0,highway,Low,0.277,Clear,4,Saturday,0,Van,909,5.49,0.116,Low
28.616878,77.228742,28.728711,77.155279,15.32,highway,Low,0.158,Storm,4,Sunday,0,Van,533,13.89,0.2335,Low
28.574791,77.305007,28.609101,77.098692,29.87,highway,Medium,0.497,Rain,11,Friday,0,Van,885,18.5,0.3034,Medium
28.540226,77.374647,28.696046,77.055639,38.59,city,Medium,0.443,Clear,20,Sunday,1,Van,767,36.04,0.748,High
28.728752,77.134058,28.730965,77.199744,8.12,mixed,Medium,0.479,Clear,14,Friday,0,Truck,1535,8.01,0.1307,Low
28.687583,77.151201,28.634517,77.355152,30.86,highway,Low,0.102,Clear,23,Saturday,0,Truck,1883,6.46,0.1727,Low
28.861739,77.19752,28.78717,77.142518,14.7,highway,High,0.893,Storm,20,Thursday,1,Truck,1702,45.08,0.87,High
28.525307,77.377979,28.621015,77.184624,23.92,city,High,0.87,Storm,8,Thursday,1,Truck,1066,42.04,0.8078,High
28.61604,77.38183,28.727809,77.138634,30.22,city,High,0.762,Clear,8,Wednesday,1,Van,541,42.04,0.8692,High
28.550738,77.407771,28.600142,77.02929,40.0,mixed,High,0.995,Clear,22,Tuesday,0,Truck,1491,27.66,0.5782,Medium
28.634541,77.50823,28.649321,77.457655,6.56,city,Medium,0.612,Clear,19,Thursday,1,Truck,1289,18.31,0.3558,Medium
28.511982,77.164975,28.582601,77.053597,18.19,city,Medium,0.421,Storm,17,Monday,1,Truck,1183,30.1,0.6148,Medium
28.661819,77.142613,28.494672,77.00909,28.32,city,Low,0.364,Clear,4,Tuesday,0,Van,508,12.19,0.2426,Low
28.722674,77.086935,28.67092,77.070327,6.41,highway,Medium,0.542,Clear,18,Sunday,1,Bike,68,12.53,0.2387,Low
28.726981,77.115778,28.734376,77.178285,9.17,highway,Low,0.356,Clear,22,Wednesday,0,Van,714,2.0,0.1002,Low
28.70226,77.061776,28.600297,77.066612,14.39,mixed,Low,0.302,Clear,23,Saturday,0,Truck,1299,3.26,0.0752,Low
28.838285,77.22282,28.474839,77.008495,40.0,city,Medium,0.663,Clear,10,Wednesday,1,Bike,101,25.09,0.4629,Medium
28.614576,77.031365,28.631996,77.369192,40.0,mixed,Medium,0.645,Rain,14,Friday,0,Van,570,23.18,0.4687,Medium
28.501654,77.193793,28.60071,77.04019,27.19,city,Low,0.305,Clear,7,Sunday,1,Van,710,18.64,0.3722,Medium
28.553352,77.351375,28.623524,77.469353,20.8,highway,Low,0.251,Clear,2,Sunday,0,Truck,1829,4.84,0.0915,Low
28.645444,77.436404,28.784896,77.104444,40.0,city,Low,0.365,Rain,6,Monday,0,Van,907,23.84,0.4387,Medium
28.630415,77.208968,28.548034,77.329797,21.76,highway,Low,0.289,Clear,3,Thursday,0,Truck,1045,4.98,0.1197,Low
28.430745,77.333535,28.726908,77.086029,40.0,highway,Low,0.222,Clear,11,Friday,0,Van,673,5.11,0.0933,Low
28.846619,77.204353,28.493265,77.007845,40.0,highway,Low,0.285,Clear,11,Thursday,0,Bike,60,3.76,0.0861,Low
28.519728,77.165291,28.745046,77.133111,30.45,city,Medium,0.495,Clear,21,Wednesday,1,Truck,1912,31.71,0.6282,Medium
28.45161,77.010796,28.568515,77.063805,20.61,city,High,0.737,Clear,18,Wednesday,1,Truck,1586,27.36,0.5709,Medium
28.459806,77.038382,28.531173,77.170007,21.08,city,High,0.723,Clear,7,Monday,1,Van,527,24.7,0.4554,Medium
28.467933,77.050557,28.753854,77.123676,40.0,highway,Medium,0.432,Rain,8,Sunday,1,Van,596,31.48,0.6393,Medium
28.639578,77.371342,28.854312,77.185815,36.38,city,Low,0.19,Clear,22,Sunday,0,Bike,140,14.57,0.2796,Low
28.67947,77.440306,28.613109,77.086745,40.0,highway,Medium,0.443,Storm,19,Tuesday,1,Van,675,28.37,0.6091,Medium
28.720745,77.118238,28.417096,77.308528,40.0,highway,Low,0.22,Clear,13,Saturday,0,Truck,1556,7.47,0.1791,Low
28.492855,77.05188,28.606968,77.060993,18.46,highway,High,0.72,Clear,2,Wednesday,0,Van,892,24.53,0.4682,Medium
28.542728,77.249006,28.765459,77.141774,38.17,city,Low,0.209,Rain,14,Thursday,0,Truck,1915,27.8,0.5787,Medium
28.540538,77.316139,28.714765,77.108811,33.61,highway,Low,0.306,Clear,23,Monday,0,Van,927,6.25,0.147,Low
28.651843,77.437083,28.44585,77.033466,40.0,mixed,Medium,0.465,Clear,10,Tuesday,1,Bike,75,25.78,0.5373,Medium
28.690899,77.412123,28.625254,77.067941,39.99,city,Low,0.118,Rain,3,Friday,0,Truck,1289,27.59,0.5424,Medium
28.598679,77.393317,28.552088,77.284511,15.38,highway,Low,0.139,Clear,23,Monday,0,Bike,110,2.0,0.0969,Low
28.568212,77.344872,28.556621,77.338659,5.0,city,Medium,0.43,Clear,16,Friday,0,Van,656,6.77,0.1228,Low
28.765471,77.097124,28.643313,77.075573,19.19,mixed,Medium,0.7,Rain,16,Wednesday,0,Truck,1913,17.82,0.3208,Medium
28.60324,77.214203,28.777947,77.140432,27.28,city,Medium,0.451,Clear,19,Tuesday,1,Bike,130,18.05,0.3123,Medium
28.704464,77.184739,28.77624,77.118492,11.23,city,High,0.973,Clear,19,Monday,1,Bike,99,34.08,0.6753,Medium
28.614307,77.068157,28.681723,77.143464,13.35,city,High,0.793,Rain,2,Thursday,0,Van,839,30.98,0.6572,Medium
28.45281,77.026045,28.438218,77.015638,5.0,city,High,0.873,Clear,8,Tuesday,1,Van,764,36.23,0.7246,High
28.65281,77.488994,28.472162,77.015328,40.0,highway,High,0.774,Clear,1,Wednesday,0,Van,893,23.18,0.493,Medium
28.70051,77.125947,28.613352,77.042263,17.76,highway,Low,0.152,Rain,0,Monday,0,Van,847,8.58,0.1497,Low
28.385382,77.336488,28.444739,77.046546,40.0,highway,Medium,0.611,Clear,20,Friday,1,Van,508,22.92,0.4135,Medium
28.678865,77.463096,28.753195,77.131208,37.16,highway,Medium,0.46,Rain,7,Monday,1,Van,757,29.24,0.61,Medium
28.678484,77.049453,28.620996,77.078303,7.91,city,Low,0.269,Rain,20,Wednesday,1,Van,853,18.96,0.3831,Medium
28.559205,77.253637,28.502417,77.164932,11.47,highway,Low,0.214,Rain,22,Saturday,0,Truck,1168,11.85,0.2215,Low
28.740412,77.110653,28.591558,77.321105,29.66,city,Medium,0.596,Storm,15,Sunday,0,Bike,80,30.19,0.598,Medium
28.717772,77.200708,28.6378,77.062998,18.32,city,Low,0.181,Rain,2,Tuesday,0,Bike,139,9.61,0.1585,Low
28.348306,77.301231,28.576356,77.31706,28.69,highway,Medium,0.559,Clear,7,Saturday,1,Van,546,20.69,0.3922,Medium
28.618889,77.224044,28.562082,77.332519,13.99,city,Low,0.156,Clear,6,Thursday,0,Bike,116,3.29,0.0814,Low
28.653456,77.472157,28.765198,77.120067,40.0,highway,Low,0.136,Rain,2,Thursday,0,Van,576,9.77,0.1949,Low
28.546389,77.269481,28.663775,77.064045,27.48,city,Medium,0.478,Clear,4,Saturday,0,Bike,149,12.6,0.2074,Low
28.581369,77.035262,28.820479,77.188061,37.57,highway,Medium,0.598,Clear,5,Saturday,0,Bike,74,14.64,0.297,Low
28.711165,77.098791,28.669906,77.143667,9.38,highway,Low,0.268,Storm,23,Friday,0,Van,612,12.29,0.2102,Low
28.662682,77.255367,28.568327,77.02681,27.37,city,Low,0.144,Clear,7,Friday,1,Bike,56,12.46,0.2048,Low
28.687642,77.088879,28.480529,77.021246,33.82,highway,Medium,0.634,Rain,14,Tuesday,0,Bike,137,18.71,0.357,Medium
28.692345,77.434018,28.675744,77.154701,29.33,mixed,Medium,0.642,Clear,13,Tuesday,0,Truck,1660,18.53,0.3671,Medium
28.782934,77.336017,28.599343,77.357672,30.52,highway,Low,0.326,Clear,0,Monday,0,Van,525,4.04,0.1204,Low
28.582466,77.049818,28.635957,77.491949,40.0,city,Medium,0.574,Clear,14,Tuesday,0,Truck,1580,26.78,0.5732,Medium
28.666533,77.252847,28.693873,77.061748,28.05,highway,Medium,0.697,Clear,0,Wednesday,0,Van,986,12.06,0.2544,Low
28.765503,77.319908,28.661924,77.027226,35.44,mixed,Medium,0.586,Clear,22,Wednesday,0,Truck,1798,16.8,0.2981,Medium
28.671166,77.402932,28.63699,77.367447,7.25,mixed,Low,0.357,Storm,15,Saturday,0,Van,613,14.06,0.2806,Low
28.372774,77.335935,28.695911,77.095839,40.0,mixed,Medium,0.661,Clear,11,Thursday,0,Truck,1184,16.82,0.2701,Medium
28.738808,77.124852,28.608784,77.057107,21.33,mixed,Low,0.301,Clear,0,Saturday,0,Van,510,7.31,0.1606,Low
28.390165,77.339388,28.700683,77.051224,40.0,highway,Low,0.252,Rain,4,Sunday,0,Van,530,13.29,0.2297,Low
28.757656,77.112254,28.368875,77.323513,40.0,city,Medium,0.425,Storm,18,Tuesday,1,Truck,1579,53.42,0.9144,High
28.558345,77.353717,28.661621,77.472269,22.98,mixed,High,0.924,Rain,19,Sunday,1,Van,683,47.13,0.8783,High
28.777374,77.334155,28.612005,77.071016,40.0,mixed,Low,0.153,Clear,3,Monday,0,Bike,88,9.49,0.2123,Low
28.64575,77.470063,28.680551,77.42619,7.97,highway,Low,0.276,Clear,22,Saturday,0,Bike,124,2.0,0.093,Low
28.67456,77.224711,28.504434,77.195179,25.03,highway,Low,0.328,Clear,5,Wednesday,0,Truck,1879,5.71,0.0929,Low
28.760724,77.329788,28.557038,77.355157,27.97,city,High,0.994,Clear,21,Sunday,1,Truck,1079,35.66,0.72,High
28.772471,77.107764,28.594308,77.332242,39.07,mixed,Low,0.17,Clear,2,Wednesday,0,Truck,1270,15.34,0.3128,Medium
28.636579,77.497535,28.597754,77.065035,40.0,mixed,Medium,0.481,Rain,13,Tuesday,0,Truck,1554,21.12,0.3682,Medium
28.531942,77.283958,28.683394,77.402421,26.56,city,Medium,0.659,Rain,9,Thursday,1,Bike,102,28.5,0.5791,Medium
28.699725,77.44621,28.849769,77.184217,40.0,city,High,0.9,Rain,19,Thursday,1,Truck,1611,49.77,0.8989,High
28.713285,77.093504,28.597262,77.382607,39.32,mixed,Medium,0.466,Clear,16,Saturday,0,Van,863,17.12,0.2734,Medium
28.688109,77.054276,28.390842,77.312781,40.0,city,Low,0.276,Rain,3,Thursday,0,Van,513,23.74,0.4745,Medium
28.765941,77.295714,28.677636,77.459121,25.73,highway,High,0.845,Clear,18,Saturday,1,Van,993,27.32,0.5635,Medium
28.713401,77.127441,28.79522,77.310865,28.01,city,Low,0.105,Clear,6,Wednesday,0,Truck,1283,15.96,0.2585,Medium
28.860918,77.184029,28.795084,77.139038,11.83,city,Low,0.144,Rain,4,Sunday,0,Van,663,11.39,0.2113,Low
28.663367,77.4879,28.686374,77.142931,39.95,highway,Medium,0.409,Clear,20,Monday,1,Van,648,18.26,0.3418,Medium
28.717919,77.127259,28.636355,77.105412,13.68,mixed,Low,0.22,Clear,1,Thursday,0,Van,940,3.52,0.0677,Low
28.70131,77.039559,28.671503,77.412846,39.48,mixed,Low,0.124,Clear,11,Friday,0,Van,683,11.02,0.1862,Low
28.662361,77.226963,28.83958,77.214033,23.33,city,Medium,0.677,Rain,13,Monday,0,Bike,112,17.48,0.3532,Medium
28.772897,77.12347,28.632979,77.208203,22.61,highway,Medium,0.452,Clear,18,Thursday,1,Bike,104,14.95,0.2938,Low
28.379804,77.339543,28.472293,77.041826,40.0,city,Low,0.321,Clear,22,Monday,0,Van,736,12.05,0.2299,Low
28.629801,77.360285,28.66067,77.158005,25.35,city,High,0.811,Storm,17,Saturday,1,Truck,1960,58.62,0.9778,High
28.697421,77.418221,28.536317,77.33897,24.24,city,Low,0.225,Clear,22,Saturday,0,Truck,1311,13.24,0.2749,Low
28.61598,77.364505,28.570781,77.038269,40.0,city,Medium,0.505,Rain,19,Thursday,1,Truck,1124,37.39,0.7372,High
28.544333,77.312687,28.665225,77.229118,20.33,highway,Low,0.131,Clear,5,Friday,0,Truck,1412,4.07,0.1375,Low
28.623169,77.214688,28.666359,77.441933,31.73,city,Low,0.379,Clear,6,Thursday,0,Van,545,15.42,0.272,Medium
28.693068,77.472088,28.766633,77.100039,40.0,highway,Low,0.212,Clear,6,Thursday,0,Truck,1561,6.01,0.1407,Low
28.482208,77.034282,28.445261,77.036353,5.0,city,Medium,0.423,Rain,11,Sunday,0,Van,977,18.0,0.361,Medium
28.589034,77.061677,28.61921,77.37609,40.0,mixed,Medium,0.601,Clear,14,Saturday,0,Truck,1318,22.82,0.4734,Medium
28.661073,77.432356,28.445748,77.019591,40.0,highway,Medium,0.654,Rain,14,Wednesday,0,Bike,136,16.84,0.2679,Medium
28.696402,77.081351,28.726365,77.184566,11.85,mixed,High,0.81,Rain,21,Wednesday,1,Van,671,40.54,0.789,High
28.683196,77.45154,28.533232,77.207297,36.29,city,Medium,0.698,Clear,11,Monday,0,Truck,1248,21.32,0.4434,Medium
28.787916,77.121344,28.419207,77.297853,40.0,highway,Low,0.116,Rain,23,Thursday,0,Truck,1674,11.45,0.1776,Low
28.343001,77.3326,28.527267,77.275393,29.01,city,High,0.87,Clear,7,Thursday,1,Van,932,34.16,0.6788,Medium
28.656832,77.512059,28.773981,77.133608,40.0,highway,Low,0.133,Clear,1,Friday,0,Bike,138,4.83,0.1231,Low
28.454959,77.043033,28.528367,77.371615,40.0,highway,Low,0.299,Rain,0,Tuesday,0,Van,556,8.06,0.1335,Low
28.534809,77.280667,28.588664,77.062133,24.86,city,Medium,0.474,Rain,14,Wednesday,0,Van,897,24.2,0.4719,Medium
28.483994,77.028248,28.540454,77.348252,40.0,city,Low,0.123,Clear,2,Saturday,0,Bike,113,9.19,0.2046,Low
28.549275,77.333259,28.665519,77.434638,19.14,city,Medium,0.496,Rain,19,Sunday,1,Truck,1865,35.75,0.745,High
28.64244,77.489259,28.750931,77.135964,39.54,city,Low,0.145,Rain,7,Tuesday,1,Truck,1418,31.09,0.6171,Medium
28.660209,77.434948,28.681818,77.403918,5.0,highway,Medium,0.555,Rain,6,Friday,0,Van,502,11.54,0.177,Low
28.629394,77.22288,28.474813,77.024293,27.96,city,Low,0.138,Rain,11,Friday,0,Truck,1609,17.65,0.329,Medium
28.704776,77.104167,28.534464,77.372234,39.87,city,Low,0.219,Rain,12,Saturday,0,Truck,1501,30.74,0.6193,Medium
28.638074,77.095013,28.859669,77.193921,38.84,highway,High,0.726,Clear,8,Friday,1,Van,673,35.57,0.757,High
28.526165,77.382971,28.4621,77.047027,40.0,mixed,Low,0.23,Clear,11,Friday,0,Bike,121,7.9,0.1372,Low
28.673986,77.030342,28.635208,77.197684,18.11,mixed,Low,0.327,Clear,6,Saturday,0,Truck,1492,6.27,0.1625,Low
28.544294,77.355559,28.365038,77.324667,28.26,highway,High,0.946,Storm,21,Wednesday,1,Bike,123,31.93,0.6831,Medium
28.752354,77.094585,28.818832,77.23016,19.68,city,High,0.88,Clear,17,Saturday,1,Van,913,29.64,0.652,Medium
28.545122,77.355229,28.602241,77.228187,18.85,city,Low,0.262,Rain,13,Sunday,0,Van,724,14.44,0.2459,Low
28.602131,77.360508,28.622542,77.067873,32.72,mixed,Low,0.311,Clear,0,Thursday,0,Truck,1811,13.27,0.1973,Low
28.475605,77.026621,28.634789,77.389075,40.0,mixed,Low,0.206,Storm,3,Wednesday,0,Van,766,31.34,0.6372,Medium
28.593076,77.331211,28.56954,77.026911,37.64,city,High,0.808,Rain,0,Friday,0,Bike,145,35.65,0.7081,High
28.484252,77.032117,28.549385,77.351817,34.03,highway,High,0.99,Clear,7,Sunday,1,Bike,135,27.19,0.5535,Medium
28.720221,77.181978,28.677747,77.478635,40.0,mixed,Low,0.251,Rain,6,Monday,0,Van,870,17.83,0.3474,Medium
28.82933,77.229021,28.698948,77.071198,27.73,mixed,High,0.862,Clear,17,Monday,1,Van,763,35.79,0.7821,High
28.63127,77.069704,28.476293,77.029622,20.25,mixed,Low,0.228,Storm,0,Sunday,0,Truck,1112,22.08,0.4526,Medium
28.658826,77.074671,28.681312,77.106393,5.67,city,High,0.993,Rain,6,Sunday,0,Van,968,31.38,0.6498,Medium
28.427805,77.336054,28.739589,77.118772,40.0,mixed,Medium,0.447,Clear,7,Saturday,1,Van,700,30.37,0.5915,Medium
28.530571,77.257833,28.425302,77.335465,20.46,city,Medium,0.418,Clear,22,Friday,0,Bike,119,12.41,0.2118,Low
28.53339,77.380023,28.470632,77.038931,37.83,mixed,Low,0.12,Clear,4,Thursday,0,Bike,92,7.4,0.1773,Low
28.3902,77.300865,28.679889,77.108968,40.0,highway,High,0.763,Storm,20,Sunday,1,Bike,106,46.45,0.8726,High
28.803706,77.343415,28.388916,77.332127,40.0,mixed,Medium,0.634,Clear,15,Tuesday,0,Truck,1175,21.8,0.3822,Medium
28.364144,77.345896,28.708948,77.42251,40.0,mixed,Medium,0.685,Clear,3,Sunday,0,Truck,1601,24.08,0.5145,Medium
28.613578,77.075537,28.762369,77.115824,22.72,city,Low,0.145,Clear,0,Sunday,0,Van,542,9.68,0.15,Low
28.608071,77.024425,28.788548,77.326786,40.0,city,Low,0.237,Clear,22,Thursday,0,Van,867,15.81,0.2462,Medium
28.644433,77.463518,28.466204,77.033667,40.0,city,Medium,0.55,Rain,18,Wednesday,1,Van,815,35.21,0.6986,High
28.632413,77.107914,28.566349,77.327643,33.96,highway,Low,0.248,Clear,2,Tuesday,0,Van,888,4.84,0.0781,Low
28.353941,77.299311,28.388091,77.339892,6.58,city,Low,0.324,Storm,23,Friday,0,Bike,91,15.45,0.3133,Medium
28.645362,77.137065,28.6433,77.062652,7.67,mixed,Low,0.221,Rain,14,Monday,0,Truck,1911,9.12,0.1727,Low
28.649575,77.096695,28.507075,77.179066,19.54,mixed,Low,0.266,Clear,3,Wednesday,0,Van,653,4.96,0.0791,Low
28.576467,77.332759,28.723163,77.092875,34.59,mixed,Low,0.148,Clear,0,Sunday,0,Truck,1051,8.43,0.1989,Low
28.492705,77.025717,28.693777,77.033799,24.01,city,High,0.818,Storm,13,Wednesday,0,Van,843,28.36,0.5729,Medium
28.601856,77.232132,28.657345,77.485439,33.17,highway,Medium,0.657,Clear,13,Thursday,0,Van,833,11.79,0.2279,Low
28.780759,77.126002,28.562352,77.348293,40.0,mixed,Low,0.302,Clear,0,Monday,0,Truck,1070,14.83,0.286,Low
28.616449,77.092178,28.718468,77.114563,13.97,mixed,High,0.769,Clear,18,Saturday,1,Van,711,25.64,0.5096,Medium
28.704435,77.068427,28.452776,77.028277,35.67,mixed,Medium,0.619,Storm,14,Tuesday,0,Truck,1221,36.44,0.7427,High
28.535236,77.209087,28.741612,77.161267,34.77,mixed,Low,0.241,Clear,22,Monday,0,Truck,1083,7.97,0.1622,Low
28.622164,77.484185,28.612039,77.184643,31.19,mixed,Low,0.362,Clear,5,Thursday,0,Bike,148,4.37,0.0999,Low
28.491755,77.046581,28.577732,77.34402,40.0,mixed,High,0.719,Rain,8,Tuesday,1,Truck,1746,40.65,0.847,High
28.760871,77.314408,28.687638,77.127333,26.69,city,Medium,0.699,Clear,22,Sunday,0,Bike,108,17.93,0.3463,Medium
28.635214,77.077946,28.687381,77.041289,7.91,highway,Low,0.14,Clear,23,Monday,0,Truck,1526,2.0,0.1094,Low
28.686722,77.18129,28.642526,77.364312,20.14,mixed,High,0.978,Clear,8,Tuesday,1,Truck,1424,29.84,0.6219,Medium
28.666297,77.227649,28.625062,77.090007,14.91,mixed,Medium,0.497,Storm,16,Friday,0,Bike,107,22.24,0.406,Medium
